user_id,JobID,score_TFIDF,score_CV,score_KNN,score_BERT,Final,actual_application
506,1677,0.29243375823739254,0.42476044723661266,0.29243375823739276,0.4671442,0.4671442,2
506,1951,0.2929835411404204,0.2859260946071852,0.29298354114042097,0.46559554,0.46559554,1
508,1395,0.2743372987544054,0.5155466771541773,0.2743372987544056,0.4374957,0.4374957,2
508,1249,0.4056541397573179,0.37708788750172184,0.4056541397573181,0.43422675,0.43422675,2
508,2393,0.39004775837216177,0.3849686967699707,0.3900477583721619,0.42230618,0.42230618,1
508,1656,0.27583776984425695,0.4866481841511965,0.2758377698442572,0.39112243,0.39112243,2
508,1987,0.26733262568281463,0.37524510280269663,0.2673326256828145,0.3675757,0.3675757,1
508,1895,0.30528689865169906,0.5096644035480293,0.3052868986516992,0.36753857,0.36753857,1
508,1598,0.3259292418030607,0.4262693401017221,0.3259292418030609,0.3663288,0.3663288,1
508,1359,0.29049849174498854,0.37951990503837296,0.2904984917449887,0.3644277,0.3644277,1
508,1367,0.2761991929643763,0.43468451873531333,0.27619919296437645,0.35490456,0.35490456,1
508,1821,0.5633137534127808,0.3796646393619042,0.5633137534127811,0.35132793,0.35132793,1
518,1299,0.2583945051236555,0.44872766546586484,0.2583945051236561,0.63992876,0.63992876,2
518,1915,0.4092744677572391,0.2808041226423502,0.4092744677572392,0.54825115,0.54825115,2
518,1455,0.4766619585835673,0.2467131914639813,0.4766619585835675,0.5460942,0.5460942,1
518,1688,0.8363102214862203,0.7816864788743715,0.8363102214862203,0.5349612,0.5349612,2
518,2394,0.33889897598077584,0.3537083803741823,0.33889897598077606,0.51530945,0.51530945,2
518,1743,0.33045797416627753,0.3851991808342826,0.33045797416627776,0.48779687,0.48779687,1
518,1971,0.25358495747901033,0.3072183793967559,0.2535849574790108,0.47132647,0.47132647,2
518,2281,0.37031800160384887,0.329338406199158,0.3703180016038491,0.47039074,0.47039074,2
518,2350,0.4884694515377551,0.4159277901757449,0.488469451537755,0.46483472,0.46483472,2
518,1855,0.43910585781029143,0.2486460837936324,0.4391058578102913,0.46285033,0.46285033,1
